kernelsize_gaussianBlur,sigmaX,threshold_method,block_size,c_value,horizontal_kernel_divisor,vertical_kernel_divisor,erosion_iterations,dilation_iterations,result_length,error_message
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(5, 5)",2.0,OTSU,9,1,40,10,1,1,3220,
"(5, 5)",2.0,OTSU,9,1,40,20,1,1,5117,
"(5, 5)",2.0,OTSU,9,1,40,30,1,1,4297,
"(5, 5)",2.0,OTSU,9,1,40,40,1,1,2016,
"(5, 5)",2.0,OTSU,9,1,40,50,1,1,1899,
"(5, 5)",2.0,OTSU,9,1,40,60,1,1,1742,
"(5, 5)",2.0,OTSU,9,1,40,70,1,1,1799,
"(5, 5)",2.0,OTSU,9,1,40,80,1,1,1510,
"(5, 5)",2.0,OTSU,9,1,40,90,1,1,1444,
"(5, 5)",2.0,OTSU,9,1,40,100,1,1,1492,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(7, 7)",0,OTSU,9,1,40,10,1,1,3220,
"(7, 7)",0,OTSU,9,1,40,20,1,1,5117,
"(7, 7)",0,OTSU,9,1,40,30,1,1,4297,
"(7, 7)",0,OTSU,9,1,40,40,1,1,2016,
"(7, 7)",0,OTSU,9,1,40,50,1,1,1899,
"(7, 7)",0,OTSU,9,1,40,60,1,1,1742,
"(7, 7)",0,OTSU,9,1,40,70,1,1,1799,
"(7, 7)",0,OTSU,9,1,40,80,1,1,1510,
"(7, 7)",0,OTSU,9,1,40,90,1,1,1444,
"(7, 7)",0,OTSU,9,1,40,100,1,1,1492,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(7, 7)",1.0,OTSU,9,1,40,10,1,1,3220,
"(7, 7)",1.0,OTSU,9,1,40,20,1,1,5117,
"(7, 7)",1.0,OTSU,9,1,40,30,1,1,4297,
"(7, 7)",1.0,OTSU,9,1,40,40,1,1,2016,
"(7, 7)",1.0,OTSU,9,1,40,50,1,1,1899,
"(7, 7)",1.0,OTSU,9,1,40,60,1,1,1742,
"(7, 7)",1.0,OTSU,9,1,40,70,1,1,1799,
"(7, 7)",1.0,OTSU,9,1,40,80,1,1,1510,
"(7, 7)",1.0,OTSU,9,1,40,90,1,1,1444,
"(7, 7)",1.0,OTSU,9,1,40,100,1,1,1492,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(7, 7)",2.0,OTSU,9,1,40,10,1,1,3220,
"(7, 7)",2.0,OTSU,9,1,40,20,1,1,5117,
"(7, 7)",2.0,OTSU,9,1,40,30,1,1,4297,
"(7, 7)",2.0,OTSU,9,1,40,40,1,1,2016,
"(7, 7)",2.0,OTSU,9,1,40,50,1,1,1899,
"(7, 7)",2.0,OTSU,9,1,40,60,1,1,1742,
"(7, 7)",2.0,OTSU,9,1,40,70,1,1,1799,
"(7, 7)",2.0,OTSU,9,1,40,80,1,1,1510,
"(7, 7)",2.0,OTSU,9,1,40,90,1,1,1444,
"(7, 7)",2.0,OTSU,9,1,40,100,1,1,1492,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(3, 3)",0,OTSU,9,1,50,10,1,1,3134,
"(3, 3)",0,OTSU,9,1,50,20,1,1,4960,
"(3, 3)",0,OTSU,9,1,50,30,1,1,4268,
"(3, 3)",0,OTSU,9,1,50,40,1,1,2042,
"(3, 3)",0,OTSU,9,1,50,50,1,1,1929,
"(3, 3)",0,OTSU,9,1,50,60,1,1,1825,
"(3, 3)",0,OTSU,9,1,50,70,1,1,1882,
"(3, 3)",0,OTSU,9,1,50,80,1,1,1630,
"(3, 3)",0,OTSU,9,1,50,90,1,1,1476,
"(3, 3)",0,OTSU,9,1,50,100,1,1,1575,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(3, 3)",1.0,OTSU,9,1,50,10,1,1,3134,
"(3, 3)",1.0,OTSU,9,1,50,20,1,1,4960,
"(3, 3)",1.0,OTSU,9,1,50,30,1,1,4268,
"(3, 3)",1.0,OTSU,9,1,50,40,1,1,2042,
"(3, 3)",1.0,OTSU,9,1,50,50,1,1,1929,
"(3, 3)",1.0,OTSU,9,1,50,60,1,1,1825,
"(3, 3)",1.0,OTSU,9,1,50,70,1,1,1882,
"(3, 3)",1.0,OTSU,9,1,50,80,1,1,1630,
"(3, 3)",1.0,OTSU,9,1,50,90,1,1,1476,
"(3, 3)",1.0,OTSU,9,1,50,100,1,1,1575,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(3, 3)",2.0,OTSU,9,1,50,10,1,1,3134,
"(3, 3)",2.0,OTSU,9,1,50,20,1,1,4960,
"(3, 3)",2.0,OTSU,9,1,50,30,1,1,4268,
"(3, 3)",2.0,OTSU,9,1,50,40,1,1,2042,
"(3, 3)",2.0,OTSU,9,1,50,50,1,1,1929,
"(3, 3)",2.0,OTSU,9,1,50,60,1,1,1825,
"(3, 3)",2.0,OTSU,9,1,50,70,1,1,1882,
"(3, 3)",2.0,OTSU,9,1,50,80,1,1,1630,
"(3, 3)",2.0,OTSU,9,1,50,90,1,1,1476,
"(3, 3)",2.0,OTSU,9,1,50,100,1,1,1575,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(5, 5)",0,OTSU,9,1,50,10,1,1,3134,
"(5, 5)",0,OTSU,9,1,50,20,1,1,4960,
"(5, 5)",0,OTSU,9,1,50,30,1,1,4268,
"(5, 5)",0,OTSU,9,1,50,40,1,1,2042,
"(5, 5)",0,OTSU,9,1,50,50,1,1,1929,
"(5, 5)",0,OTSU,9,1,50,60,1,1,1825,
"(5, 5)",0,OTSU,9,1,50,70,1,1,1882,
"(5, 5)",0,OTSU,9,1,50,80,1,1,1630,
"(5, 5)",0,OTSU,9,1,50,90,1,1,1476,
"(5, 5)",0,OTSU,9,1,50,100,1,1,1575,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(5, 5)",1.0,OTSU,9,1,50,10,1,1,3134,
"(5, 5)",1.0,OTSU,9,1,50,20,1,1,4960,
"(5, 5)",1.0,OTSU,9,1,50,30,1,1,4268,
"(5, 5)",1.0,OTSU,9,1,50,40,1,1,2042,
"(5, 5)",1.0,OTSU,9,1,50,50,1,1,1929,
"(5, 5)",1.0,OTSU,9,1,50,60,1,1,1825,
"(5, 5)",1.0,OTSU,9,1,50,70,1,1,1882,
"(5, 5)",1.0,OTSU,9,1,50,80,1,1,1630,
"(5, 5)",1.0,OTSU,9,1,50,90,1,1,1476,
"(5, 5)",1.0,OTSU,9,1,50,100,1,1,1575,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(5, 5)",2.0,OTSU,9,1,50,10,1,1,3134,
"(5, 5)",2.0,OTSU,9,1,50,20,1,1,4960,
"(5, 5)",2.0,OTSU,9,1,50,30,1,1,4268,
"(5, 5)",2.0,OTSU,9,1,50,40,1,1,2042,
"(5, 5)",2.0,OTSU,9,1,50,50,1,1,1929,
"(5, 5)",2.0,OTSU,9,1,50,60,1,1,1825,
"(5, 5)",2.0,OTSU,9,1,50,70,1,1,1882,
"(5, 5)",2.0,OTSU,9,1,50,80,1,1,1630,
"(5, 5)",2.0,OTSU,9,1,50,90,1,1,1476,
"(5, 5)",2.0,OTSU,9,1,50,100,1,1,1575,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(7, 7)",0,OTSU,9,1,50,10,1,1,3134,
"(7, 7)",0,OTSU,9,1,50,20,1,1,4960,
"(7, 7)",0,OTSU,9,1,50,30,1,1,4268,
"(7, 7)",0,OTSU,9,1,50,40,1,1,2042,
"(7, 7)",0,OTSU,9,1,50,50,1,1,1929,
"(7, 7)",0,OTSU,9,1,50,60,1,1,1825,
"(7, 7)",0,OTSU,9,1,50,70,1,1,1882,
"(7, 7)",0,OTSU,9,1,50,80,1,1,1630,
"(7, 7)",0,OTSU,9,1,50,90,1,1,1476,
